No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
540,10695 MHz,51.1,+/-.97,Jy,10700000000.0,51.1,0.97,0.97,,,+/-9.70E-01,Jy,1981A&AS...45..367K,uncertainty,10695   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,,From new raw data
541,8.4 GHz (VLBI),14.19,,Jy,8400000000.0,14.2,,,,,,Jy,2009ApJ...707L..56K,no uncertainty reported,8.4 GHz,Broad-band measurement,03 19 48.1601 +41 30 42.1047 (J2000),Total flux,,Averaged from previously published data
542,8.4 GHz,33643.0,,milliJy,8400000000.0,33.6,,,,,,Jy,1992MNRAS.254..655P,no uncertainty reported,8.4 GHz,Broad-band measurement,031948.16050 +413042.1030 (J2000),Flux integrated from map,">95% unresolved at 0.2""",From new raw data
543,8.4 GHz (VLA),28012.3,,milliJy,8400000000.0,28.0,,,,,,Jy,2007ApJS..171...61H,no uncertainty reported,8.4 GHz,Broad-band measurement,03 19 48.16 +41 30 42.1 (J2000),Flux integrated from map,,From new raw data
544,8 GHz (GBI),30.33,,Jy,8300000000.0,30.3,,,,,,Jy,2006ApJS..165..439R,no uncertainty reported,8.3   GHz,Broad-band measurement,,Modelled datum,,Averaged new and previously published data
545,8085 MHz,53.8,+/-2.69,Jy,8080000000.0,53.8,2.69,2.69,,,+/-2.69E+00,Jy,1980AJ.....85..351O,uncertainty,8085   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
546,5 GHz (VLBA),42.4,,Jy,5000000000.0,42.4,,,,,,Jy,2004ApJ...616..110H,no uncertainty reported,5 GHz,Broad-band measurement,,Total flux,,From new raw data
547,5000 MHz,17.87,+/-.89,Jy,5000000000.0,17.9,0.89,0.89,,,+/-8.90E-01,Jy,1981A&AS...45..367K,uncertainty,5000   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 0.993,Recalibrated data
548,5000 MHz,18.0,+/-5   %,Jy,5000000000.0,18.0,0.9,0.9,,,+/-9.00E-01,Jy,1969ApJ...157....1K,rms uncertainty,5000       MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
549,5 GHz (VLBA),16200.0,,milliJy,5000000000.0,16.2,,,,,,Jy,2012ApJ...744..177L,no uncertainty reported,5 GHz,Broad-band measurement,03 19 48.161 +41 30 42.12 (J2000),Flux integrated from map,,From new raw data
550,5.0 GHz (VLBA),3.1,+/-0.16,Jy,5000000000.0,3.1,0.16,0.16,,,+/-1.60E-01,Jy,2006MNRAS.368.1500T,uncertainty,5.0   GHz,Broad-band measurement,03 19 48.1601 +41 30 42.104 (J2000),Flux integrated from map,Core flux,From new raw data
551,5.0 GHz (VLBA),23.3,,Jy,5000000000.0,23.3,,,,,,Jy,2006MNRAS.368.1500T,no uncertainty reported,5.0   GHz,Broad-band measurement,03 19 48.1601 +41 30 42.104 (J2000),Flux integrated from map,Total flux,From new raw data
552,5000 MHz,18.589,+/-0.238,Jy,5000000000.0,18.6,0.238,0.238,,,+/-2.38E-01,Jy,1980MNRAS.190..903L,uncertainty,5000       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
553,4900 MHz,46.31,+/-.51,Jy,4900000000.0,46.3,0.51,0.51,,,+/-5.10E-01,Jy,1978AJ.....83..451P,uncertainty,4900   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
554,5 GHz (VLA),28490.0,,milliJy,4890000000.0,28.5,,,,,,Jy,1997A&AS..122..235L,no uncertainty reported,4.885 GHz,Broad-band measurement,03 19 48.16 +41 30 42.1 (J2000),Flux integrated from map,Core flux; S/N = 1012,From new raw data
555,4885 MHz,49.4,+/-2.47,Jy,4880000000.0,49.4,2.47,2.47,,,+/-2.47E+00,Jy,1980AJ.....85..351O,uncertainty,4885   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
556,4.85 GHz,49520.0,+/-15  %,milliJy,4850000000.0,49.5,7.43,7.43,,,+/-7.43E+00,Jy,1991ApJS...75....1B,uncertainty,4.85       GHz,Broad-band measurement,031629.0 +411959 (B1950),Flux integrated from map,,From new raw data; Corrected for contaminating sources
557,4.85 GHz,42370.0,+/-5140,milliJy,4850000000.0,42.4,5.14,5.14,,,+/-5.14E+00,Jy,1991ApJS...75.1011G,rms noise,4.85       GHz,Broad-band measurement,031629.0 +411957 (B1950),Modelled datum,,From new raw data; Corrected for contaminating sources
558,4.8 GHz (RATAN-600),18.56,+/-,Jy,4800000000.0,18.6,,,,,+/-...,Jy,2014A&A...572A..59M,uncertainty,4.8 GHz,Broad-band measurement,03 19 48 +41 30 42 (J2000),Flux integrated from map,,From new raw data
559,4.8 GHz (VLA),49400.0,,milliJy,4800000000.0,49.4,,,,,,Jy,2010ApJ...720..555P,no uncertainty reported,4.8 GHz,Broad-band measurement,03 19 48.10 +41 30 42.00 (J2000),Flux integrated from map,,From new raw data
560,4585 MHz,44.9,+/-2.25,Jy,4580000000.0,44.9,2.25,2.25,,,+/-2.25E+00,Jy,1978AJ.....83..685O,uncertainty,4585   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
561,2700 MHz,10.12,+/-.51,Jy,2700000000.0,10.1,0.51,0.51,,,+/-5.10E-01,Jy,1981A&AS...45..367K,uncertainty,2700   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.022,Recalibrated data
562,2695 MHz,28.3,+/-1.42,Jy,2700000000.0,28.3,1.42,1.42,,,+/-1.42E+00,Jy,1980AJ.....85..351O,uncertainty,2695   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
563,2695 MHz,9.9,+/-5   %,Jy,2700000000.0,9.9,0.49,0.49,,,+/-4.90E-01,Jy,1969ApJ...157....1K,rms uncertainty,2695       MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
564,2695 MHz,10.029,+/-0.111,Jy,2700000000.0,10.0,0.111,0.111,,,+/-1.11E-01,Jy,1980MNRAS.190..903L,uncertainty,2695       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
565,2695 MHz,24.72,+/-.15,Jy,2700000000.0,24.7,0.15,0.15,,,+/-1.50E-01,Jy,1981A&AS...45..367K,uncertainty,2695   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,,From new raw data
566,2695 MHz,10.0,+/-.80,Jy,2700000000.0,10.0,0.8,0.8,,,+/-8.00E-01,Jy,1972MNRAS.159..233A,uncertainty,2695   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
567,2695 MHz,25.55,+/-1.26,Jy,2700000000.0,25.6,1.26,1.26,,,+/-1.26E+00,Jy,1981A&AS...45..367K,uncertainty,2695   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,,From new raw data
568,2 GHz (GBI),33.49,,Jy,2250000000.0,33.5,,,,,,Jy,2006ApJS..165..439R,no uncertainty reported,2.25   GHz,Broad-band measurement,,Modelled datum,,Averaged new and previously published data
569,1484 MHz,11.9,+/-.60,Jy,1480000000.0,11.9,0.6,0.6,,,+/-6.00E-01,Jy,1980AJ.....85..351O,uncertainty,1484   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
570,1.425 GHz (VLA),22600.0,,milliJy,1430000000.0,22.6,,,,,,Jy,1996ApJS..103...81C,no uncertainty reported,1.425   GHz,Broad-band measurement,031629.6 +411952 (B1950),Flux integrated from map,"Beamwidth = 5""",From new raw data
571,1.425 GHz (VLA),24000.0,,milliJy,1430000000.0,24.0,,,,,,Jy,1996ApJS..103...81C,no uncertainty reported,1.425   GHz,Broad-band measurement,031629.4 +411952 (B1950),Total flux,"Beamwidth = 5""",From new raw data
572,1400 MHz,13.099,+/-0.638,Jy,1400000000.0,13.1,0.638,0.638,,,+/-6.38E-01,Jy,1980MNRAS.190..903L,uncertainty,1400       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
573,1.40 GHz,21198.0,,milliJy,1400000000.0,21.2,,,,,,Jy,1992ApJS...79..331W,no uncertainty reported,1.4        GHz,Broad-band measurement,031629.0 +411959 (B1950),Peak flux,,From new raw data
574,1400 MHz (NRAO),13.49,+/-0.20,Jy,1400000000.0,13.5,0.2,0.2,,,+/-2.00E-01,Jy,1966ApJS...13...65P,internal error,1400       MHz,Broad-band measurement,031629.3 +411949. (B1950),Integrated from scans,,From new raw data
575,1400 MHz,13.63,+/-.42,Jy,1400000000.0,13.6,0.42,0.42,,,+/-4.20E-01,Jy,1981A&AS...45..367K,uncertainty,1400   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.029,Recalibrated data
576,1.4 GHz (VLA),22800.0,,milliJy,1400000000.0,22.8,,,,,,Jy,2002AJ....124..675C,no uncertainty reported,1.4   GHz,Broad-band measurement,,Flux integrated from map,,Averaged from previously published data
577,1400 MHz,12.7,+/-5   %,Jy,1400000000.0,12.7,0.64,0.64,,,+/-6.40E-01,Jy,1969ApJ...157....1K,rms uncertainty,1400       MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
578,1400 MHz,13.1,+/-.70,Jy,1400000000.0,13.1,0.7,0.7,,,+/-7.00E-01,Jy,1981A&AS...45..367K,uncertainty,1400   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.029,Recalibrated data
579,1.4GHz,22829.2,+/-684.9,milliJy,1400000000.0,22.8,0.685,0.685,,,+/-6.85E-01,Jy,1998AJ....115.1693C,uncertainty,1.40   GHz,Broad-band measurement,03 19 48.16 +41 30 42.1 (J2000),Flux integrated from map,,From new raw data
580,1379 MHz,10.36,+/-.52,Jy,1380000000.0,10.4,0.52,0.52,,,+/-5.20E-01,Jy,1978AJ.....83.1009O,uncertainty,1379   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
581,966 MHz,14.38,+/-1.12,Jy,966000000.0,14.4,1.12,1.12,,,+/-1.12E+00,Jy,1977MmRAS..84....1C,uncertainty,966   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
582,750 MHz,20.8,+/-5   %,Jy,750000000.0,20.8,1.04,1.04,,,+/-1.04E+00,Jy,1969ApJ...157....1K,rms uncertainty,750        MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
583,750 MHz,21.82,+/-0.456,Jy,750000000.0,21.8,0.456,0.456,,,+/-4.56E-01,Jy,1980MNRAS.190..903L,uncertainty,750        MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
584,750 MHz (NRAO),21.82,+/-0.28,Jy,750000000.0,21.8,0.28,0.28,,,+/-2.80E-01,Jy,1966ApJS...13...65P,internal error,750        MHz,Broad-band measurement,031629.3 +411949. (B1950),Integrated from scans,,From new raw data
585,750 MHz,23.11,+/-.30,Jy,750000000.0,23.1,0.3,0.3,,,+/-3.00E-01,Jy,1981A&AS...45..367K,uncertainty,750   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.059,Recalibrated data
586,750 MHz,21.8,+/-1.10,Jy,750000000.0,21.8,1.1,1.1,,,+/-1.10E+00,Jy,1981A&AS...45..367K,uncertainty,750   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.046,Recalibrated data
587,408 MHz,18.24,+/-0.37,Jy,408000000.0,18.2,0.365,0.365,,,+/-3.65E-01,Jy,1985A&AS...59..255F,rms uncertainty,408        MHz,Broad-band measurement,3 16 31.3 41 19 51 (B1950),Total flux,,From new raw data
588,365 MHz (Texas),18.055,+/-0.267,Jy,365000000.0,18.1,0.267,0.267,,,+/-2.67E-01,Jy,1996AJ....111.1945D,internal error,365        MHz,Broad-band measurement; obtained by interpolation over frequency,031629.539 411952.54 (B1950),Integrated from scans,Model:A;MFlag:+;EFlag:+;LFlag:+.,From new raw data
589,178 MHz,40.5,+/-8.0 %,Jy,178000000.0,40.5,3.24,3.24,,,+/-3.24E+00,Jy,1967MmRAS..71...49G,uncertainty,178        MHz,Broad-band measurement,031628.6 +411948 (B1950),Integrated from scans,,From new raw data; Uncorrected for known sources in beam
590,178 MHz,62.6,+/-10  %,Jy,178000000.0,62.6,6.26,6.26,,,+/-6.26E+00,Jy,1969ApJ...157....1K,rms uncertainty,178        MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
591,178 MHz,67.71,+/-3.30,Jy,178000000.0,67.7,3.3,3.3,,,+/-3.30E+00,Jy,1981A&AS...45..367K,uncertainty,178   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.19,Recalibrated data
592,178 MHz,69.9,+/-5.60,Jy,178000000.0,69.9,5.6,5.6,,,+/-5.60E+00,Jy,1981A&AS...45..367K,uncertainty,178   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.11,Recalibrated data
593,178 MHz,68.234,+/-3.412,Jy,178000000.0,68.2,3.41,3.41,,,+/-3.41E+00,Jy,1980MNRAS.190..903L,uncertainty,178        MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
594,151 MHz (6C),74.69,+/-0.170,Jy,152000000.0,74.7,0.17,0.17,,,+/-1.70E-01,Jy,1993MNRAS.263...25H,typical accuracy,151.5      MHz,Broad-band measurement,031628.8 411940. (B1950),Flux integrated from map,,From new raw data
595,151 MHz (6C),60.07,+/-0.075,Jy,152000000.0,60.1,0.075,0.075,,,+/-7.50E-02,Jy,1993MNRAS.263...25H,typical accuracy,151.5      MHz,Broad-band measurement,031628.8 411940. (B1950),Peak flux,,From new raw data
596,151 MHz (VLBI),57.94,,Jy,151000000.0,57.9,,,,,,Jy,2010A&A...520A..62A,no uncertainty reported,151 MHz,Broad-band measurement,,Modelled datum,,Transformed from previously published data
597,86 MHz,147.0,+/-6.600,Jy,86000000.0,147.0,6.6,6.6,,,+/-6.60E+00,Jy,1980MNRAS.190..903L,uncertainty,86         MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
598,74 MHz (VLA),138.4,+/-14.03,Jy,73800000.0,138.0,14.0,14.0,,,+/-1.40E+01,Jy,2007AJ....134.1245C,rms uncertainty,73.8   MHz,Broad-band measurement,03 19 48.06 +41 30 42.6 (J2000),Flux integrated from map,Corrected for clean bias,From new raw data
599,74 MHz (VLA),171.3,+/-0.52,Jy,73800000.0,171.0,0.52,0.52,,,+/-5.20E-01,Jy,2007ApJS..172..686K,uncertainty,73.8 MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
600,60 MHz,382.0,+/-80,Jy,60000000.0,382.0,80.0,80.0,,,+/-8.00E+01,Jy,1968Afz.....4..129A,rms uncertainty,60         MHz,Broad-band measurement,,Modelled datum; Beam filling or dilution corrected,,From new raw data
601,38 MHz,392.05,+/-17.70,Jy,38000000.0,392.0,17.7,17.7,,,+/-1.77E+01,Jy,1981A&AS...45..367K,uncertainty,38   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.09,Recalibrated data
602,38 MHz,424.8,+/-21.240,Jy,38000000.0,425.0,21.2,21.2,,,+/-2.12E+01,Jy,1980MNRAS.190..903L,uncertainty,38         MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
603,38 MHz,360.0,+/-15  %,Jy,38000000.0,360.0,54.0,54.0,,,+/-5.40E+01,Jy,1969ApJ...157....1K,rms uncertainty,38         MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
604,26.3 MHz,751.0,+/-48.,Jy,26300000.0,751.0,48.0,48.0,,,+/-4.80E+01,Jy,1975AJ.....80..931V,uncertainty,26.3       MHz,Broad-band measurement,031636. +413500. (B1950),Integrated from scans; Beam filling or dilution corrected,,From new raw data
605,26.3 MHz,762.0,+/-48.00,Jy,26300000.0,762.0,48.0,48.0,,,+/-4.80E+01,Jy,1981A&AS...45..367K,uncertainty,26.3   MHz,Broad-band measurement,031629.57 +411951.9 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.015,Recalibrated data
606,26.3 MHz,751.0,+/-48.000,Jy,26300000.0,751.0,48.0,48.0,,,+/-4.80E+01,Jy,1980MNRAS.190..903L,uncertainty,26.3       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
607,25 MHz (UTR-1),1.05e-23,+/-13  %,W m^-2^ Hz^-1^,25000000.0,1050.0,136.0,136.0,,,+/-1.36E+02,Jy,1969MNRAS.143..289B,uncertainty,25   MHz,Broad-band measurement,03 16 28.6 +41 19.8 (B1950),Total flux,,From new raw data
608,25.0 MHz,1050.0,+/-13  %,Jy,25000000.0,1050.0,137.0,137.0,,,+/-1.37E+02,Jy,1969MNRAS.143..289B,estimated error,25.0       MHz,Broad-band measurement,,Total flux,,From new raw data
609,22 MHz (DRAO),820.0,+/-61,Jy,22300000.0,820.0,61.0,61.0,,,+/-6.10E+01,Jy,1986A&AS...65..485R,uncertainty,22.25 MHz,Broad-band measurement,03 16 29.0 +41 20 18 (B1950),Flux integrated from map,,From new raw data
610,22.25 MHz,819.95,+/-88.334,Jy,22200000.0,820.0,88.3,88.3,,,+/-8.83E+01,Jy,1980MNRAS.190..903L,uncertainty,22.25      MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
611,20.0 MHz,1080.0,+/-13  %,Jy,20000000.0,1080.0,140.0,140.0,,,+/-1.40E+02,Jy,1969MNRAS.143..289B,estimated error,20.0       MHz,Broad-band measurement,,Total flux,,From new raw data
612,20 MHz (UTR-1),1.08e-23,+/-13  %,W m^-2^ Hz^-1^,20000000.0,1080.0,140.0,140.0,,,+/-1.40E+02,Jy,1969MNRAS.143..289B,uncertainty,20   MHz,Broad-band measurement,03 16 28.6 +41 19.8 (B1950),Total flux,,From new raw data
613,16.7 MHz,1550.0,+/-14  %,Jy,16700000.0,1550.0,217.0,217.0,,,+/-2.17E+02,Jy,1969MNRAS.143..289B,estimated error,16.7       MHz,Broad-band measurement,,Total flux,,From new raw data
614,16.7 MHz (UTR-1),1.55e-23,+/-14  %,W m^-2^ Hz^-1^,16700000.0,1550.0,217.0,217.0,,,+/-2.17E+02,Jy,1969MNRAS.143..289B,uncertainty,16.7   MHz,Broad-band measurement,03 16 28.6 +41 19.8 (B1950),Total flux,,From new raw data
615,14.7 MHz,1670.0,+/-13  %,Jy,14700000.0,1670.0,217.0,217.0,,,+/-2.17E+02,Jy,1969MNRAS.143..289B,estimated error,14.7       MHz,Broad-band measurement,,Total flux,,From new raw data
616,14.7 MHz (UTR-1),1.67e-23,+/-13  %,W m^-2^ Hz^-1^,14700000.0,1670.0,217.0,217.0,,,+/-2.17E+02,Jy,1969MNRAS.143..289B,uncertainty,14.7   MHz,Broad-band measurement,03 16 28.6 +41 19.8 (B1950),Total flux,,From new raw data
617,12.6 MHz (UTR-1),1.9e-23,+/-13  %,W m^-2^ Hz^-1^,12600000.0,1900.0,247.0,247.0,,,+/-2.47E+02,Jy,1969MNRAS.143..289B,uncertainty,12.6   MHz,Broad-band measurement,03 16 28.6 +41 19.8 (B1950),Total flux,,From new raw data
618,12.6 MHz,1900.0,+/-13  %,Jy,12600000.0,1900.0,247.0,247.0,,,+/-2.47E+02,Jy,1969MNRAS.143..289B,estimated error,12.6       MHz,Broad-band measurement,,Total flux,,From new raw data
619,10 MHz,1704.0,+/-384.000,Jy,10000000.0,1700.0,384.0,384.0,,,+/-3.84E+02,Jy,1980MNRAS.190..903L,uncertainty,10         MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
